date,cities,indeed_job_postings_index
2022-12-28,Birkenhead,175.02
2022-12-29,Birkenhead,176.36
2022-12-30,Birkenhead,177.4
2022-12-31,Birkenhead,177.78
2023-01-01,Birkenhead,177.53
2023-01-02,Birkenhead,176.25
2023-01-03,Birkenhead,174.1
2023-01-04,Birkenhead,172.07
2023-01-05,Birkenhead,170.19
2023-01-06,Birkenhead,168.67
2023-01-07,Birkenhead,167.44
2023-01-08,Birkenhead,166.56
2023-01-09,Birkenhead,165.87
2023-01-10,Birkenhead,166.06
2023-01-11,Birkenhead,165.72
2023-01-12,Birkenhead,164.72
2023-01-13,Birkenhead,163.73
2023-01-14,Birkenhead,162.55
2023-01-15,Birkenhead,161.44
2023-01-16,Birkenhead,160.66
2023-01-17,Birkenhead,159.63
2023-01-18,Birkenhead,158.8
2023-01-19,Birkenhead,157.82
2023-01-20,Birkenhead,156.23
2023-01-21,Birkenhead,155.22
2023-01-22,Birkenhead,154.72
2023-01-23,Birkenhead,154.27
2023-01-24,Birkenhead,154.24
2023-01-25,Birkenhead,154.45
2023-01-26,Birkenhead,155.08
2023-01-27,Birkenhead,156.14
2023-01-28,Birkenhead,156.74
2023-01-29,Birkenhead,156.85
2023-01-30,Birkenhead,157.02
2023-01-31,Birkenhead,156.83
2023-02-01,Birkenhead,156.43
2023-02-02,Birkenhead,156.35
2023-02-03,Birkenhead,156.55
2023-02-04,Birkenhead,156.67
2023-02-05,Birkenhead,156.86
2023-02-06,Birkenhead,156.96
2023-02-07,Birkenhead,157.48
2023-02-08,Birkenhead,158.19
2023-02-09,Birkenhead,158.28
2023-02-10,Birkenhead,157.69
2023-02-11,Birkenhead,157.3
2023-02-12,Birkenhead,156.95
2023-02-13,Birkenhead,156.45
2023-02-14,Birkenhead,155.98
2023-02-15,Birkenhead,155.18
2023-02-16,Birkenhead,154.74
2023-02-17,Birkenhead,154.18
2023-02-18,Birkenhead,153.58
2023-02-19,Birkenhead,153.15
2023-02-20,Birkenhead,152.76
2023-02-21,Birkenhead,151.91
2023-02-22,Birkenhead,151.55
2023-02-23,Birkenhead,151.32
2023-02-24,Birkenhead,150.99
2023-02-25,Birkenhead,150.52
2023-02-26,Birkenhead,149.76
2023-02-27,Birkenhead,148.73
2023-02-28,Birkenhead,147.6
2023-03-01,Birkenhead,146.05
2023-03-02,Birkenhead,144.3
2023-03-03,Birkenhead,143.28
2023-03-04,Birkenhead,142.11
2023-03-05,Birkenhead,141.49
2023-03-06,Birkenhead,141.31
2023-03-07,Birkenhead,141.4
2023-03-08,Birkenhead,142.12
2023-03-09,Birkenhead,142.82
2023-03-10,Birkenhead,143.94
2023-03-11,Birkenhead,144.99
2023-03-12,Birkenhead,145.68
2023-03-13,Birkenhead,145.89
2023-03-14,Birkenhead,146.69
2023-03-15,Birkenhead,147.02
2023-03-16,Birkenhead,147.36
2023-03-17,Birkenhead,147.35
2023-03-18,Birkenhead,147.95
2023-03-19,Birkenhead,148.39
2023-03-20,Birkenhead,149.29
2023-03-21,Birkenhead,149.49
2023-03-22,Birkenhead,149.79
2023-03-23,Birkenhead,149.82
2023-03-24,Birkenhead,149.86
2023-03-25,Birkenhead,149.58
2023-03-26,Birkenhead,149.24
2023-03-27,Birkenhead,148.9
2023-03-28,Birkenhead,148.54
2023-03-29,Birkenhead,148.31
2023-03-30,Birkenhead,148.08
2023-03-31,Birkenhead,147.25
2023-04-01,Birkenhead,146.35
2023-04-02,Birkenhead,145.46
2023-04-03,Birkenhead,144.42
2023-04-04,Birkenhead,143.72
2023-04-05,Birkenhead,142.81
2023-04-06,Birkenhead,142.13
2023-04-07,Birkenhead,141.71
2023-04-08,Birkenhead,141.46
2023-04-09,Birkenhead,141.36
2023-04-10,Birkenhead,141.45
2023-04-11,Birkenhead,141.2
2023-04-12,Birkenhead,140.51
2023-04-13,Birkenhead,139.88
2023-04-14,Birkenhead,139.42
2023-04-15,Birkenhead,139.47
2023-04-16,Birkenhead,139.65
2023-04-17,Birkenhead,139.74
2023-04-18,Birkenhead,139.48
2023-04-19,Birkenhead,139.82
2023-04-20,Birkenhead,139.92
2023-04-21,Birkenhead,140.17
2023-04-22,Birkenhead,140.06
2023-04-23,Birkenhead,139.59
2023-04-24,Birkenhead,139.31
2023-04-25,Birkenhead,139.52
2023-04-26,Birkenhead,139.55
2023-04-27,Birkenhead,139.71
2023-04-28,Birkenhead,139.83
2023-04-29,Birkenhead,139.93
2023-04-30,Birkenhead,140.18
2023-05-01,Birkenhead,140.16
2023-05-02,Birkenhead,140.12
2023-05-03,Birkenhead,140.1
2023-05-04,Birkenhead,139.95
2023-05-05,Birkenhead,140.07
2023-05-06,Birkenhead,140.61
2023-05-07,Birkenhead,141.22
2023-05-08,Birkenhead,142.01
2023-05-09,Birkenhead,142.66
2023-05-10,Birkenhead,143.22
2023-05-11,Birkenhead,143.93
2023-05-12,Birkenhead,143.79
2023-05-13,Birkenhead,143.5
2023-05-14,Birkenhead,143.09
2023-05-15,Birkenhead,142.62
2023-05-16,Birkenhead,142.31
2023-05-17,Birkenhead,142.36
2023-05-18,Birkenhead,142.45
2023-05-19,Birkenhead,143.12
2023-05-20,Birkenhead,143.28
2023-05-21,Birkenhead,143.3
2023-05-22,Birkenhead,143.34
2023-05-23,Birkenhead,143.67
2023-05-24,Birkenhead,143.79
2023-05-25,Birkenhead,143.82
2023-05-26,Birkenhead,143.3
2023-05-27,Birkenhead,143.25
2023-05-28,Birkenhead,143.5
2023-05-29,Birkenhead,143.7
2023-05-30,Birkenhead,143.4
2023-05-31,Birkenhead,142.68
2023-06-01,Birkenhead,141.9
2023-06-02,Birkenhead,141.53
2023-06-03,Birkenhead,140.67
2023-06-04,Birkenhead,139.96
2023-06-05,Birkenhead,139.22
2023-06-06,Birkenhead,138.49
2023-06-07,Birkenhead,137.99
2023-06-08,Birkenhead,137.67
2023-06-09,Birkenhead,137.12
2023-06-10,Birkenhead,136.91
2023-06-11,Birkenhead,136.63
2023-06-12,Birkenhead,136.43
2023-06-13,Birkenhead,136.51
2023-06-14,Birkenhead,136.76
2023-06-15,Birkenhead,136.43
2023-06-16,Birkenhead,136.66
2023-06-17,Birkenhead,136.9
2023-06-18,Birkenhead,137.23
2023-06-19,Birkenhead,137.49
2023-06-20,Birkenhead,137.52
2023-06-21,Birkenhead,136.76
2023-06-22,Birkenhead,136.1
2023-06-23,Birkenhead,135.19
2023-06-24,Birkenhead,134.54
2023-06-25,Birkenhead,133.87
