date,state,% gap in trend over last year
2020-02-01,AK,0
2020-02-02,AK,-0.4
2020-02-03,AK,-0.4
2020-02-04,AK,-0.7000000000000001
2020-02-05,AK,-0.8
2020-02-06,AK,-0.7000000000000001
2020-02-07,AK,-0.6
2020-02-08,AK,-0.2
2020-02-09,AK,-0.1
2020-02-10,AK,-0.2
2020-02-11,AK,-0.1
2020-02-12,AK,0
2020-02-13,AK,0
2020-02-14,AK,-0
2020-02-15,AK,-0.1
2020-02-16,AK,0
2020-02-17,AK,0.1
2020-02-18,AK,0.5
2020-02-19,AK,0.6
2020-02-20,AK,0.7000000000000001
2020-02-21,AK,0.8999999999999999
2020-02-22,AK,1.2
2020-02-23,AK,1.5
2020-02-24,AK,1.6
2020-02-25,AK,2.1
2020-02-26,AK,2.7
2020-02-27,AK,3.4000000000000004
2020-02-28,AK,4.1000000000000005
2020-02-29,AK,4.5
2020-03-01,AK,4.9
2020-03-02,AK,5.2
2020-03-03,AK,5.2
2020-03-04,AK,4.3
2020-03-05,AK,3.2
2020-03-06,AK,2
2020-03-07,AK,0.8
2020-03-08,AK,-0.2
2020-03-09,AK,-1.7999999999999998
2020-03-10,AK,-3.1
2020-03-11,AK,-3.5999999999999996
2020-03-12,AK,-4.2
2020-03-13,AK,-4.8
2020-03-14,AK,-4.7
2020-03-15,AK,-4.9
2020-03-16,AK,-4.5
2020-03-17,AK,-4.8
2020-03-18,AK,-5.2
2020-03-19,AK,-5.6000000000000005
2020-03-20,AK,-6.1
2020-03-21,AK,-7.3999999999999995
2020-03-22,AK,-8.5
2020-03-23,AK,-9.700000000000001
2020-03-24,AK,-10.6
2020-03-25,AK,-11.5
2020-03-26,AK,-12.1
2020-03-27,AK,-13
2020-03-28,AK,-13.900000000000002
2020-03-29,AK,-14.799999999999999
2020-03-30,AK,-15.5
2020-03-31,AK,-16.7
2020-04-01,AK,-18
2020-04-02,AK,-19.6
2020-04-03,AK,-20.8
2020-04-04,AK,-21.5
2020-04-05,AK,-22.6
2020-04-06,AK,-23.9
2020-04-07,AK,-25.1
2020-04-08,AK,-25.8
2020-04-09,AK,-26.3
2020-04-10,AK,-27
2020-04-11,AK,-27.800000000000004
2020-04-12,AK,-28.499999999999996
2020-04-13,AK,-28.999999999999996
2020-04-14,AK,-29.2
2020-04-15,AK,-29.799999999999997
2020-04-16,AK,-30.4
2020-04-17,AK,-30.599999999999998
2020-04-18,AK,-30.9
2020-04-19,AK,-31.4
2020-04-20,AK,-31.900000000000002
2020-04-21,AK,-32.5
2020-04-22,AK,-33.1
2020-04-23,AK,-33.900000000000006
2020-04-24,AK,-34.9
2020-04-25,AK,-35.5
2020-04-26,AK,-36
2020-04-27,AK,-36.5
2020-04-28,AK,-36.8
2020-04-29,AK,-37.1
2020-04-30,AK,-37.1
2020-05-01,AK,-37
2020-05-02,AK,-37
2020-05-03,AK,-37
2020-05-04,AK,-37.2
2020-05-05,AK,-37.1
2020-05-06,AK,-36.7
2020-05-07,AK,-36.5
2020-05-08,AK,-36.4
2020-05-09,AK,-36
2020-05-10,AK,-35.8
2020-05-11,AK,-35.4
2020-05-12,AK,-34.9
2020-05-13,AK,-35.4
2020-05-14,AK,-35.4
2020-05-15,AK,-35.099999999999994
2020-05-16,AK,-35.099999999999994
2020-05-17,AK,-35
2020-05-18,AK,-34.9
2020-05-19,AK,-35.099999999999994
2020-05-20,AK,-34.9
2020-05-21,AK,-34.599999999999994
2020-05-22,AK,-34.5
2020-05-23,AK,-34.4
2020-05-24,AK,-34.2
2020-05-25,AK,-33.900000000000006
2020-05-26,AK,-33.6
2020-05-27,AK,-33.4
2020-05-28,AK,-33.300000000000004
2020-05-29,AK,-33.300000000000004
2020-05-30,AK,-33.2
2020-05-31,AK,-33.1
2020-06-01,AK,-33.2
2020-06-02,AK,-33.1
2020-06-03,AK,-32.9
2020-06-04,AK,-32.7
2020-06-05,AK,-32.5
2020-06-06,AK,-32.300000000000004
2020-06-07,AK,-32.300000000000004
2020-06-08,AK,-32.1
2020-06-09,AK,-32
2020-06-10,AK,-31.7
2020-06-11,AK,-31.6
2020-06-12,AK,-31.3
2020-06-13,AK,-30.8
2020-06-14,AK,-30.5
2020-06-15,AK,-30.099999999999998
2020-06-16,AK,-29.799999999999997
2020-06-17,AK,-29.599999999999998
2020-06-18,AK,-29.4
2020-06-19,AK,-29.2
2020-06-20,AK,-28.999999999999996
2020-06-21,AK,-28.7
2020-06-22,AK,-28.1
2020-06-23,AK,-27.400000000000002
2020-06-24,AK,-26.700000000000003
2020-06-25,AK,-25.8
2020-06-26,AK,-25.3
2020-06-27,AK,-24.5
2020-06-28,AK,-23.799999999999997
2020-06-29,AK,-23.200000000000003
2020-06-30,AK,-22.8
2020-07-01,AK,-22.5
2020-07-02,AK,-23
2020-07-03,AK,-23.3
2020-07-04,AK,-23.9
2020-07-05,AK,-24.4
2020-07-06,AK,-25
2020-07-07,AK,-25.5
2020-07-08,AK,-25.8
2020-07-09,AK,-25.6
2020-07-10,AK,-25.3
2020-07-11,AK,-25
2020-07-12,AK,-25
2020-07-13,AK,-24.9
2020-07-14,AK,-24.6
2020-07-15,AK,-24.5
2020-07-16,AK,-24.3
2020-07-17,AK,-24.099999999999998
2020-07-18,AK,-24.099999999999998
2020-07-19,AK,-23.799999999999997
2020-07-20,AK,-23.5
2020-07-21,AK,-23.3
2020-07-22,AK,-22.900000000000002
2020-07-23,AK,-22.5
2020-07-24,AK,-21.8
2020-07-25,AK,-21.099999999999998
2020-07-26,AK,-20.5
2020-07-27,AK,-19.8
2020-07-28,AK,-19.2
2020-07-29,AK,-18.6
2020-07-30,AK,-17.9
2020-07-31,AK,-17.5
2020-08-01,AK,-17.2
2020-08-02,AK,-17.1
2020-08-03,AK,-17
2020-08-04,AK,-16.8
2020-08-05,AK,-17.2
2020-08-06,AK,-17.8
2020-08-07,AK,-18.4
2020-08-08,AK,-18.8
2020-08-09,AK,-19
2020-08-10,AK,-19.1
2020-08-11,AK,-19.3
2020-08-12,AK,-19.400000000000002
2020-08-13,AK,-19.2
2020-08-14,AK,-19.2
2020-08-15,AK,-19.2
2020-08-16,AK,-19.2
2020-08-17,AK,-19.2
2020-08-18,AK,-19.2
2020-08-19,AK,-18.9
2020-08-20,AK,-18.9
2020-08-21,AK,-18.7
2020-08-22,AK,-18.5
2020-08-23,AK,-18.099999999999998
2020-08-24,AK,-17.9
2020-08-25,AK,-17.7
2020-08-26,AK,-17.5
2020-08-27,AK,-17.4
2020-08-28,AK,-17.299999999999997
2020-08-29,AK,-17.1
2020-08-30,AK,-16.900000000000002
2020-08-31,AK,-16.8
2020-09-01,AK,-16.900000000000002
2020-09-02,AK,-17.1
2020-09-03,AK,-17.2
2020-09-04,AK,-17.599999999999998
2020-09-05,AK,-17.9
2020-09-06,AK,-18.099999999999998
2020-09-07,AK,-18.4
2020-09-08,AK,-18.5
2020-09-09,AK,-18.6
2020-09-10,AK,-18.8
2020-09-11,AK,-18.7
2020-09-12,AK,-19
2020-09-13,AK,-19.1
2020-09-14,AK,-19.3
2020-09-15,AK,-19.8
2020-09-16,AK,-20.1
2020-09-17,AK,-20.4
2020-09-18,AK,-20.599999999999998
2020-09-19,AK,-20.7
2020-09-20,AK,-20.9
2020-09-21,AK,-21
2020-09-22,AK,-20.8
2020-09-23,AK,-20.3
2020-09-24,AK,-19.6
2020-09-25,AK,-19
2020-09-26,AK,-18.5
2020-09-27,AK,-17.9
2020-09-28,AK,-17.299999999999997
2020-09-29,AK,-16.6
2020-09-30,AK,-16.3
2020-10-01,AK,-16.2
2020-10-02,AK,-16.400000000000002
2020-10-03,AK,-16.3
2020-10-04,AK,-16.400000000000002
2020-10-05,AK,-16.7
2020-10-06,AK,-17.1
2020-10-07,AK,-17.1
2020-10-08,AK,-17
2020-10-09,AK,-16.7
2020-10-10,AK,-16.400000000000002
2020-10-11,AK,-16
2020-10-12,AK,-15.5
2020-10-13,AK,-15
2020-10-14,AK,-14.899999999999999
2020-10-15,AK,-15.299999999999999
2020-10-16,AK,-15.7
2020-10-17,AK,-16.5
2020-10-18,AK,-17
2020-10-19,AK,-17.5
2020-10-20,AK,-18
2020-10-21,AK,-18
2020-10-22,AK,-17.299999999999997
2020-10-23,AK,-16.7
2020-10-24,AK,-15.7
2020-10-25,AK,-15.1
2020-10-26,AK,-14.399999999999999
2020-10-27,AK,-14.000000000000002
2020-10-28,AK,-13.900000000000002
2020-10-29,AK,-14.000000000000002
2020-10-30,AK,-13.900000000000002
2020-10-31,AK,-14.099999999999998
2020-11-01,AK,-14.299999999999999
2020-11-02,AK,-14.6
2020-11-03,AK,-14.7
2020-11-04,AK,-14.899999999999999
2020-11-05,AK,-15.1
2020-11-06,AK,-15.4
2020-11-07,AK,-16
2020-11-08,AK,-16.2
2020-11-09,AK,-16.3
2020-11-10,AK,-16.5
2020-11-11,AK,-16.400000000000002
2020-11-12,AK,-16.2
2020-11-13,AK,-16.1
2020-11-14,AK,-15.4
2020-11-15,AK,-15.1
2020-11-16,AK,-14.499999999999998
2020-11-17,AK,-13.900000000000002
2020-11-18,AK,-13.4
2020-11-19,AK,-12.9
2020-11-20,AK,-12.5
2020-11-21,AK,-12.3
2020-11-22,AK,-12.1
2020-11-23,AK,-12.3
2020-11-24,AK,-12.5
2020-11-25,AK,-12.7
2020-11-26,AK,-12.9
2020-11-27,AK,-13
2020-11-28,AK,-13
2020-11-29,AK,-13.100000000000001
2020-11-30,AK,-13
2020-12-01,AK,-13
2020-12-02,AK,-13.200000000000001
2020-12-03,AK,-13.3
2020-12-04,AK,-13.700000000000001
2020-12-05,AK,-13.900000000000002
2020-12-06,AK,-14.299999999999999
2020-12-07,AK,-14.7
2020-12-08,AK,-14.799999999999999
2020-12-09,AK,-14.7
2020-12-10,AK,-14.7
2020-12-11,AK,-14.499999999999998
2020-02-01,AL,0
2020-02-02,AL,0.6
2020-02-03,AL,1.2
2020-02-04,AL,1.5
2020-02-05,AL,2
2020-02-06,AL,2.5
2020-02-07,AL,2.6
2020-02-08,AL,2.3
2020-02-09,AL,2.1999999999999997
2020-02-10,AL,2
2020-02-11,AL,2.1999999999999997
2020-02-12,AL,2.1999999999999997
2020-02-13,AL,2
2020-02-14,AL,1.7000000000000002
2020-02-15,AL,1.3
2020-02-16,AL,0.8999999999999999
2020-02-17,AL,0.5
2020-02-18,AL,0
2020-02-19,AL,-0.5
2020-02-20,AL,-0.8999999999999999
2020-02-21,AL,-0.8
2020-02-22,AL,-0.6
2020-02-23,AL,-0.4
2020-02-24,AL,-0.4
2020-02-25,AL,-0.3
2020-02-26,AL,-0.4
2020-02-27,AL,-0.6
2020-02-28,AL,-1.0999999999999999
2020-02-29,AL,-1.4000000000000001
2020-03-01,AL,-1.7000000000000002
2020-03-02,AL,-1.9
2020-03-03,AL,-2.1
2020-03-04,AL,-2.1
2020-03-05,AL,-2.1999999999999997
2020-03-06,AL,-2.3
2020-03-07,AL,-2.1
2020-03-08,AL,-1.9
2020-03-09,AL,-1.9
2020-03-10,AL,-2.1
2020-03-11,AL,-2.4
2020-03-12,AL,-2.7
2020-03-13,AL,-3.1
2020-03-14,AL,-3.6999999999999997
2020-03-15,AL,-4.3999999999999995
2020-03-16,AL,-5
2020-03-17,AL,-5.5
2020-03-18,AL,-5.8999999999999995
2020-03-19,AL,-6.2
2020-03-20,AL,-6.5
2020-03-21,AL,-7.3
2020-03-22,AL,-8
2020-03-23,AL,-8.799999999999999
2020-03-24,AL,-9.6
2020-03-25,AL,-10.5
2020-03-26,AL,-11.700000000000001
2020-03-27,AL,-13.100000000000001
2020-03-28,AL,-14.000000000000002
2020-03-29,AL,-15
2020-03-30,AL,-15.8
2020-03-31,AL,-16.6
2020-04-01,AL,-17.5
2020-04-02,AL,-18.3
2020-04-03,AL,-18.9
2020-04-04,AL,-19.900000000000002
2020-04-05,AL,-21
2020-04-06,AL,-22.2
2020-04-07,AL,-23.400000000000002
2020-04-08,AL,-24.3
2020-04-09,AL,-25.4
2020-04-10,AL,-26.400000000000002
2020-04-11,AL,-27.200000000000003
2020-04-12,AL,-27.900000000000002
2020-04-13,AL,-28.599999999999998
2020-04-14,AL,-29.4
2020-04-15,AL,-30.099999999999998
2020-04-16,AL,-30.5
2020-04-17,AL,-30.8
2020-04-18,AL,-31
2020-04-19,AL,-31.3
2020-04-20,AL,-31.4
2020-04-21,AL,-31.3
2020-04-22,AL,-31.3
2020-04-23,AL,-32
2020-04-24,AL,-32.800000000000004
2020-04-25,AL,-33
2020-04-26,AL,-33.2
2020-04-27,AL,-33.300000000000004
2020-04-28,AL,-33.5
2020-04-29,AL,-33.5
2020-04-30,AL,-32.800000000000004
2020-05-01,AL,-32.1
2020-05-02,AL,-31.900000000000002
2020-05-03,AL,-31.7
2020-05-04,AL,-31.6
2020-05-05,AL,-31.5
2020-05-06,AL,-31.5
2020-05-07,AL,-31.4
2020-05-08,AL,-31.1
2020-05-09,AL,-30.7
2020-05-10,AL,-30.4
2020-05-11,AL,-30.2
2020-05-12,AL,-29.9
2020-05-13,AL,-30
2020-05-14,AL,-29.799999999999997
2020-05-15,AL,-29.2
2020-05-16,AL,-28.799999999999997
2020-05-17,AL,-28.199999999999996
2020-05-18,AL,-27.700000000000003
2020-05-19,AL,-27.1
2020-05-20,AL,-26.200000000000003
2020-05-21,AL,-25.6
2020-05-22,AL,-25.4
2020-05-23,AL,-25.2
2020-05-24,AL,-25.1
2020-05-25,AL,-25
2020-05-26,AL,-24.9
2020-05-27,AL,-24.7
2020-05-28,AL,-24.4
2020-05-29,AL,-24.099999999999998
2020-05-30,AL,-23.7
2020-05-31,AL,-23.3
2020-06-01,AL,-22.900000000000002
2020-06-02,AL,-22.5
2020-06-03,AL,-22.1
2020-06-04,AL,-21.7
2020-06-05,AL,-21.4
2020-06-06,AL,-21.099999999999998
2020-06-07,AL,-20.8
2020-06-08,AL,-20.200000000000003
2020-06-09,AL,-19.8
2020-06-10,AL,-19.5
2020-06-11,AL,-19.400000000000002
2020-06-12,AL,-19.1
2020-06-13,AL,-18.4
2020-06-14,AL,-18.099999999999998
2020-06-15,AL,-17.9
2020-06-16,AL,-17.7
2020-06-17,AL,-17.5
2020-06-18,AL,-17.1
2020-06-19,AL,-16.7
2020-06-20,AL,-16.6
2020-06-21,AL,-16
2020-06-22,AL,-15.6
2020-06-23,AL,-15.299999999999999
2020-06-24,AL,-15
2020-06-25,AL,-14.6
2020-06-26,AL,-14.299999999999999
2020-06-27,AL,-13.600000000000001
2020-06-28,AL,-12.8
2020-06-29,AL,-11.899999999999999
2020-06-30,AL,-11.200000000000001
2020-07-01,AL,-10.299999999999999
2020-07-02,AL,-9.6
2020-07-03,AL,-8.799999999999999
2020-07-04,AL,-8.9
2020-07-05,AL,-9.1
2020-07-06,AL,-9.4
2020-07-07,AL,-9
2020-07-08,AL,-9
2020-07-09,AL,-8.799999999999999
2020-07-10,AL,-8.6
2020-07-11,AL,-8.3
2020-07-12,AL,-8
2020-07-13,AL,-7.8
2020-07-14,AL,-7.5
2020-07-15,AL,-7.000000000000001
2020-07-16,AL,-7.000000000000001
2020-07-17,AL,-7.000000000000001
2020-07-18,AL,-7.1
2020-07-19,AL,-7.000000000000001
2020-07-20,AL,-6.9
2020-07-21,AL,-6.800000000000001
2020-07-22,AL,-6.6000000000000005
2020-07-23,AL,-6.2
2020-07-24,AL,-5.5
2020-07-25,AL,-4.8
2020-07-26,AL,-4
2020-07-27,AL,-3.4000000000000004
2020-07-28,AL,-2.9000000000000004
2020-07-29,AL,-2.5
2020-07-30,AL,-1.7999999999999998
2020-07-31,AL,-1.7000000000000002
2020-08-01,AL,-1.4000000000000001
2020-08-02,AL,-1.2
2020-08-03,AL,-0.8999999999999999
2020-08-04,AL,-0.5
2020-08-05,AL,-0.5
2020-08-06,AL,-0.8
2020-08-07,AL,-1.0999999999999999
2020-08-08,AL,-1.7999999999999998
2020-08-09,AL,-2.4
2020-08-10,AL,-3
2020-08-11,AL,-3.5000000000000004
2020-08-12,AL,-4
2020-08-13,AL,-5
2020-08-14,AL,-6
2020-08-15,AL,-6.4
2020-08-16,AL,-7.1
2020-08-17,AL,-7.9
2020-08-18,AL,-8.7
2020-08-19,AL,-9.1
2020-08-20,AL,-9
2020-08-21,AL,-8.9
2020-08-22,AL,-9
2020-08-23,AL,-8.799999999999999
2020-08-24,AL,-8.7
2020-08-25,AL,-8.6
2020-08-26,AL,-8.6
2020-08-27,AL,-8.7
2020-08-28,AL,-8.7
2020-08-29,AL,-8.799999999999999
2020-08-30,AL,-8.6
2020-08-31,AL,-8.4
2020-09-01,AL,-8.1
2020-09-02,AL,-8
2020-09-03,AL,-7.7
2020-09-04,AL,-7.6
2020-09-05,AL,-7.5
2020-09-06,AL,-7.5
2020-09-07,AL,-7.6
2020-09-08,AL,-7.7
2020-09-09,AL,-7.6
2020-09-10,AL,-7.3999999999999995
2020-09-11,AL,-7.1
2020-09-12,AL,-6.7
2020-09-13,AL,-6.5
2020-09-14,AL,-6.3
2020-09-15,AL,-6.1
2020-09-16,AL,-5.8999999999999995
2020-09-17,AL,-5.7
2020-09-18,AL,-5.6000000000000005
2020-09-19,AL,-5.7
2020-09-20,AL,-5.6000000000000005
2020-09-21,AL,-5.4
2020-09-22,AL,-5.3
2020-09-23,AL,-5.2
2020-09-24,AL,-5.2
2020-09-25,AL,-4.9
2020-09-26,AL,-4.7
2020-09-27,AL,-4.5
2020-09-28,AL,-4.1000000000000005
2020-09-29,AL,-3.9
2020-09-30,AL,-3.6999999999999997
2020-10-01,AL,-3.5999999999999996
2020-10-02,AL,-3.6999999999999997
2020-10-03,AL,-3.6999999999999997
2020-10-04,AL,-3.9
2020-10-05,AL,-4.1000000000000005
2020-10-06,AL,-4.3
2020-10-07,AL,-4.6
2020-10-08,AL,-4.8
2020-10-09,AL,-4.8
2020-10-10,AL,-4.7
2020-10-11,AL,-4.5
2020-10-12,AL,-4.3999999999999995
2020-10-13,AL,-4
2020-10-14,AL,-3.5999999999999996
2020-10-15,AL,-3.5000000000000004
2020-10-16,AL,-3.4000000000000004
2020-10-17,AL,-3.3000000000000003
2020-10-18,AL,-3.3000000000000003
2020-10-19,AL,-3.2
2020-10-20,AL,-3.4000000000000004
2020-10-21,AL,-3.4000000000000004
2020-10-22,AL,-3.5000000000000004
2020-10-23,AL,-3.6999999999999997
2020-10-24,AL,-3.8
2020-10-25,AL,-3.8
2020-10-26,AL,-3.9
2020-10-27,AL,-3.9
2020-10-28,AL,-4
2020-10-29,AL,-3.8
2020-10-30,AL,-3.5999999999999996
2020-10-31,AL,-3
2020-11-01,AL,-3
2020-11-02,AL,-2.8000000000000003
2020-11-03,AL,-2.9000000000000004
2020-11-04,AL,-2.6
2020-11-05,AL,-2.5
2020-11-06,AL,-2.4
2020-11-07,AL,-2.6
2020-11-08,AL,-2.3
2020-11-09,AL,-2
2020-11-10,AL,-1.7000000000000002
2020-11-11,AL,-1.5
2020-11-12,AL,-1.4000000000000001
2020-11-13,AL,-1.2
2020-11-14,AL,-1.4000000000000001
2020-11-15,AL,-1.6
2020-11-16,AL,-1.7999999999999998
2020-11-17,AL,-1.7999999999999998
2020-11-18,AL,-1.6
2020-11-19,AL,-1.3
2020-11-20,AL,-0.8
2020-11-21,AL,0.1
2020-11-22,AL,0.8999999999999999
2020-11-23,AL,1.7000000000000002
2020-11-24,AL,2.3
2020-11-25,AL,2.5
2020-11-26,AL,2.7
2020-11-27,AL,2.9000000000000004
2020-11-28,AL,2.8000000000000003
2020-11-29,AL,2.8000000000000003
2020-11-30,AL,2.9000000000000004
2020-12-01,AL,3
2020-12-02,AL,3.2
2020-12-03,AL,3.5000000000000004
2020-12-04,AL,3.5999999999999996
2020-12-05,AL,3.6999999999999997
2020-12-06,AL,3.8
2020-12-07,AL,4
2020-12-08,AL,4.3
2020-12-09,AL,4.3999999999999995
2020-12-10,AL,4.6
2020-12-11,AL,5.1
2020-02-01,AR,0
2020-02-02,AR,0.3
2020-02-03,AR,0.7000000000000001
2020-02-04,AR,0.8999999999999999
2020-02-05,AR,1.3
2020-02-06,AR,2
2020-02-07,AR,2.3
2020-02-08,AR,2.4
2020-02-09,AR,2.4
2020-02-10,AR,2.4
2020-02-11,AR,2.7
2020-02-12,AR,2.7
2020-02-13,AR,2.6
2020-02-14,AR,2.3
2020-02-15,AR,1.7999999999999998
2020-02-16,AR,1.4000000000000001
2020-02-17,AR,1
2020-02-18,AR,0.5
2020-02-19,AR,0.1
2020-02-20,AR,-0.3
2020-02-21,AR,-0.6
2020-02-22,AR,-0.8
2020-02-23,AR,-0.8999999999999999
2020-02-24,AR,-1
2020-02-25,AR,-1.2
2020-02-26,AR,-1.7999999999999998
2020-02-27,AR,-2.3
2020-02-28,AR,-2.6
2020-02-29,AR,-2.8000000000000003
2020-03-01,AR,-3.2
2020-03-02,AR,-3.5000000000000004
2020-03-03,AR,-3.9
2020-03-04,AR,-3.8
2020-03-05,AR,-3.8
2020-03-06,AR,-3.9
2020-03-07,AR,-4.1000000000000005
2020-03-08,AR,-4.3
2020-03-09,AR,-4.6
2020-03-10,AR,-4.7
2020-03-11,AR,-5
2020-03-12,AR,-5.3
2020-03-13,AR,-6
2020-03-14,AR,-6.3
2020-03-15,AR,-6.9
2020-03-16,AR,-7.3999999999999995
2020-03-17,AR,-8.200000000000001
2020-03-18,AR,-8.799999999999999
2020-03-19,AR,-9.4
2020-03-20,AR,-9.9
2020-03-21,AR,-11
2020-03-22,AR,-11.799999999999999
2020-03-23,AR,-12.7
2020-03-24,AR,-13.8
2020-03-25,AR,-14.899999999999999
2020-03-26,AR,-16.1
2020-03-27,AR,-17.4
2020-03-28,AR,-18.3
2020-03-29,AR,-19.400000000000002
2020-03-30,AR,-20.3
2020-03-31,AR,-21.099999999999998
2020-04-01,AR,-21.9
2020-04-02,AR,-22.7
2020-04-03,AR,-23.5
2020-04-04,AR,-24.7
2020-04-05,AR,-25.900000000000002
2020-04-06,AR,-27.1
2020-04-07,AR,-28.299999999999997
2020-04-08,AR,-29.4
2020-04-09,AR,-30.5
2020-04-10,AR,-31.5
2020-04-11,AR,-32.5
2020-04-12,AR,-33.4
2020-04-13,AR,-34.4
2020-04-14,AR,-35.3
2020-04-15,AR,-36.1
2020-04-16,AR,-36.9
2020-04-17,AR,-37.5
2020-04-18,AR,-37.9
2020-04-19,AR,-38.2
2020-04-20,AR,-38.4
2020-04-21,AR,-38.6
2020-04-22,AR,-38.800000000000004
2020-04-23,AR,-39.300000000000004
2020-04-24,AR,-39.800000000000004
2020-04-25,AR,-39.900000000000006
2020-04-26,AR,-39.900000000000006
2020-04-27,AR,-40.1
2020-04-28,AR,-40.2
2020-04-29,AR,-40.300000000000004
2020-04-30,AR,-40
2020-05-01,AR,-39.5
2020-05-02,AR,-39.4
2020-05-03,AR,-39.2
2020-05-04,AR,-39.1
2020-05-05,AR,-38.9
2020-05-06,AR,-38.800000000000004
2020-05-07,AR,-38.800000000000004
2020-05-08,AR,-38.6
2020-05-09,AR,-38.3
2020-05-10,AR,-38
2020-05-11,AR,-37.9
2020-05-12,AR,-37.7
2020-05-13,AR,-37.9
2020-05-14,AR,-37.7
2020-05-15,AR,-37.1
2020-05-16,AR,-36.7
2020-05-17,AR,-36.199999999999996
2020-05-18,AR,-35.8
2020-05-19,AR,-35.4
2020-05-20,AR,-34.699999999999996
2020-05-21,AR,-34
2020-05-22,AR,-33.800000000000004
2020-05-23,AR,-33.800000000000004
2020-05-24,AR,-33.7
2020-05-25,AR,-33.6
2020-05-26,AR,-33.5
2020-05-27,AR,-33
2020-05-28,AR,-32.800000000000004
2020-05-29,AR,-32.2
2020-05-30,AR,-31.4
2020-05-31,AR,-30.599999999999998
2020-06-01,AR,-29.9
2020-06-02,AR,-29.099999999999998
2020-06-03,AR,-28.599999999999998
2020-06-04,AR,-27.900000000000002
2020-06-05,AR,-27.700000000000003
2020-06-06,AR,-27.700000000000003
2020-06-07,AR,-27.700000000000003
2020-06-08,AR,-27.700000000000003
2020-06-09,AR,-27.700000000000003
2020-06-10,AR,-27.800000000000004
2020-06-11,AR,-28.1
2020-06-12,AR,-28.199999999999996
2020-06-13,AR,-27.700000000000003
2020-06-14,AR,-27.400000000000002
2020-06-15,AR,-27
2020-06-16,AR,-26.5
2020-06-17,AR,-26.200000000000003
2020-06-18,AR,-25.6
2020-06-19,AR,-25.1
2020-06-20,AR,-24.9
2020-06-21,AR,-24.4
2020-06-22,AR,-24
2020-06-23,AR,-24
2020-06-24,AR,-23.599999999999998
2020-06-25,AR,-23.200000000000003
2020-06-26,AR,-22.900000000000002
2020-06-27,AR,-21.9
2020-06-28,AR,-21
2020-06-29,AR,-20
2020-06-30,AR,-19.3
2020-07-01,AR,-18.7
2020-07-02,AR,-18.2
2020-07-03,AR,-17.5
2020-07-04,AR,-17.599999999999998
2020-07-05,AR,-17.7
2020-07-06,AR,-17.9
2020-07-07,AR,-17.5
2020-07-08,AR,-17.299999999999997
2020-07-09,AR,-17
2020-07-10,AR,-16.8
2020-07-11,AR,-16.400000000000002
2020-07-12,AR,-16.2
2020-07-13,AR,-16
2020-07-14,AR,-15.8
2020-07-15,AR,-15.6
2020-07-16,AR,-15.4
2020-07-17,AR,-15.299999999999999
2020-07-18,AR,-15.299999999999999
2020-07-19,AR,-15.2
2020-07-20,AR,-15
2020-07-21,AR,-14.7
2020-07-22,AR,-14.299999999999999
2020-07-23,AR,-13.900000000000002
2020-07-24,AR,-13.4
2020-07-25,AR,-12.9
2020-07-26,AR,-12.5
2020-07-27,AR,-12.2
2020-07-28,AR,-12
2020-07-29,AR,-11.799999999999999
2020-07-30,AR,-11.3
2020-07-31,AR,-11.200000000000001
2020-08-01,AR,-11.1
2020-08-02,AR,-11
2020-08-03,AR,-10.8
2020-08-04,AR,-10.7
2020-08-05,AR,-10.9
2020-08-06,AR,-11.5
2020-08-07,AR,-12.1
2020-08-08,AR,-12.6
2020-08-09,AR,-13.200000000000001
2020-08-10,AR,-13.8
2020-08-11,AR,-14.299999999999999
2020-08-12,AR,-14.499999999999998
2020-08-13,AR,-15.2
2020-08-14,AR,-15.9
2020-08-15,AR,-16.5
2020-08-16,AR,-17
2020-08-17,AR,-17.599999999999998
2020-08-18,AR,-18.2
2020-08-19,AR,-18.7
2020-08-20,AR,-18.5
2020-08-21,AR,-18.3
2020-08-22,AR,-18.099999999999998
2020-08-23,AR,-17.8
2020-08-24,AR,-17.599999999999998
2020-08-25,AR,-17.299999999999997
2020-08-26,AR,-17.2
2020-08-27,AR,-17.2
2020-08-28,AR,-17.2
2020-08-29,AR,-17
2020-08-30,AR,-16.8
2020-08-31,AR,-16.6
2020-09-01,AR,-16.3
2020-09-02,AR,-16.400000000000002
2020-09-03,AR,-16.1
2020-09-04,AR,-15.9
2020-09-05,AR,-16
2020-09-06,AR,-16.2
2020-09-07,AR,-16.400000000000002
2020-09-08,AR,-16.6
2020-09-09,AR,-16.5
2020-09-10,AR,-16.3
2020-09-11,AR,-16
2020-09-12,AR,-15.7
2020-09-13,AR,-15.299999999999999
2020-09-14,AR,-14.899999999999999
2020-09-15,AR,-14.6
2020-09-16,AR,-14.2
2020-09-17,AR,-14.000000000000002
2020-09-18,AR,-13.700000000000001
2020-09-19,AR,-13.4
2020-09-20,AR,-13.100000000000001
2020-09-21,AR,-12.9
2020-09-22,AR,-12.6
2020-09-23,AR,-12.4
2020-09-24,AR,-12.3
2020-09-25,AR,-12.2
2020-09-26,AR,-12
2020-09-27,AR,-11.799999999999999
2020-09-28,AR,-11.5
2020-09-29,AR,-11.200000000000001
2020-09-30,AR,-11
2020-10-01,AR,-10.9
2020-10-02,AR,-10.7
2020-10-03,AR,-10.8
2020-10-04,AR,-10.8
2020-10-05,AR,-10.5
