date,country,category,YoY_pct_change_in_postings_trend_from_feb1
2020-02-01,CA,Human Resources,0
2020-02-01,CA,Architecture,0
2020-02-01,CA,Arts & Entertainment,0
2020-02-01,CA,Personal Care & Home Health,0
2020-02-01,CA,Food Preparation & Service,0
2020-02-01,CA,Mathematics,0
2020-02-01,CA,Administrative Assistance,0
2020-02-01,CA,Industrial Engineering,0
2020-02-01,CA,Legal,0
2020-02-01,CA,Physicians & Surgeons,0
2020-02-01,CA,Media & Communications,0
2020-02-01,CA,Sales,0
2020-02-01,CA,Driving,0
2020-02-01,CA,Mining,0
2020-02-01,CA,Retail,0
2020-02-01,CA,Sports,0
2020-02-01,CA,Chemical Engineering,0
2020-02-01,CA,Mechanical Engineering,0
2020-02-01,CA,Banking & Finance,0
2020-02-01,CA,Installation & Maintenance,0
2020-02-01,CA,Medical Information,0
2020-02-01,CA,Medical Technician,0
2020-02-01,CA,Project Management,0
2020-02-01,CA,Scientific Research & Development,0
2020-02-01,CA,Community & Social Service,0
2020-02-01,CA,Therapy,0
2020-02-01,CA,Aviation,0
2020-02-01,CA,Customer Service,0
2020-02-01,CA,Civil Engineering,0
2020-02-01,CA,Nursing,0
2020-02-01,CA,Military,0
2020-02-01,CA,Beauty & Wellness,0
2020-02-01,CA,Pharmacy,0
2020-02-01,CA,IT Operations & Helpdesk,0
2020-02-01,CA,Information Design & Documentation,0
2020-02-01,CA,Childcare,0
2020-02-01,CA,Education & Instruction,0
2020-02-01,CA,Insurance,0
2020-02-01,CA,Marketing,0
2020-02-01,CA,Dental,0
2020-02-01,CA,Logistic Support,0
2020-02-01,CA,Loading & Stocking,0
2020-02-01,CA,Accounting,0
2020-02-01,CA,Management,0
2020-02-01,CA,Security & Public Safety,0
2020-02-01,CA,Real Estate,0
2020-02-01,CA,Cleaning & Sanitation,0
2020-02-01,CA,Veterinary,0
2020-02-01,CA,Agriculture & Forestry,0
2020-02-01,CA,Electrical Engineering,0
2020-02-01,CA,Hospitality & Tourism,0
2020-02-01,CA,Construction,0
2020-02-01,CA,Software Development,0
2020-02-01,CA,Production & Manufacturing,0
2020-02-01,CA,Social Science,0
2020-02-01,CA,Uncategorized,0
2020-02-02,CA,Human Resources,0.400560785099136
2020-02-02,CA,Architecture,0.258397932816523
2020-02-02,CA,Arts & Entertainment,-0.387481371087928
2020-02-02,CA,Personal Care & Home Health,0.381181663155772
2020-02-02,CA,Food Preparation & Service,-0.149865121390758
2020-02-02,CA,Mathematics,0.341502611490552
2020-02-02,CA,Administrative Assistance,0.0399600399600519
2020-02-02,CA,Industrial Engineering,0.0699230846069376
2020-02-02,CA,Legal,0.571600481347789
2020-02-02,CA,Physicians & Surgeons,0.180541624874619
2020-02-02,CA,Media & Communications,0.0801522893497664
2020-02-02,CA,Sales,-0.149880095923249
2020-02-02,CA,Driving,-0.576426157821508
2020-02-02,CA,Mining,-0.278108859753678
2020-02-02,CA,Retail,-0.20002000200019
2020-02-02,CA,Sports,0.824783745725188
2020-02-02,CA,Chemical Engineering,-5.42376123971685
2020-02-02,CA,Mechanical Engineering,-1.237746311516
2020-02-02,CA,Banking & Finance,-0.469530469530466
2020-02-02,CA,Installation & Maintenance,-0.0896503635820389
2020-02-02,CA,Medical Information,-0.745452738296393
2020-02-02,CA,Medical Technician,-0.377883850437544
2020-02-02,CA,Project Management,0.260130065032516
2020-02-02,CA,Scientific Research & Development,-1.12994350282486
2020-02-02,CA,Community & Social Service,0.309597523219818
2020-02-02,CA,Therapy,0.0301235063761451
2020-02-02,CA,Aviation,-0.995466193573813
2020-02-02,CA,Customer Service,-0.179694519317164
2020-02-02,CA,Civil Engineering,0.250928435210285
2020-02-02,CA,Nursing,0.229862082750354
2020-02-02,CA,Military,3.52270413357769
2020-02-02,CA,Beauty & Wellness,-0.308949571457051
2020-02-02,CA,Pharmacy,0.0899910008999028
2020-02-02,CA,IT Operations & Helpdesk,0.0698812019566564
2020-02-02,CA,Information Design & Documentation,0.271274992464576
2020-02-02,CA,Childcare,-0.341983504325094
2020-02-02,CA,Education & Instruction,-0.198747888303674
2020-02-02,CA,Insurance,-0.0400962309543007
2020-02-02,CA,Marketing,0.209685471792298
2020-02-02,CA,Dental,0.370964507720073
2020-02-02,CA,Logistic Support,-1.15624073525052
2020-02-02,CA,Loading & Stocking,0.350105031509451
2020-02-02,CA,Accounting,0.350560897435881
2020-02-02,CA,Management,-0.059946048556303
2020-02-02,CA,Security & Public Safety,-0.251863792061258
2020-02-02,CA,Real Estate,-0.00997605746207997
2020-02-02,CA,Cleaning & Sanitation,0.219101683099288
2020-02-02,CA,Veterinary,-0.35785288270378
2020-02-02,CA,Agriculture & Forestry,1.29664456102148
2020-02-02,CA,Electrical Engineering,-0.219999999999998
2020-02-02,CA,Hospitality & Tourism,0.30096308186196
2020-02-02,CA,Construction,0.398962696987826
2020-02-02,CA,Software Development,-0.169356445507074
2020-02-02,CA,Production & Manufacturing,0.590354212527511
2020-02-02,CA,Social Science,-0.269595606590123
2020-02-02,CA,Uncategorized,0.100200400801609
2020-02-03,CA,Human Resources,1.01303911735204
2020-02-03,CA,Architecture,0.840502323741732
2020-02-03,CA,Arts & Entertainment,-0.523405095793006
2020-02-03,CA,Personal Care & Home Health,0.967449360072559
2020-02-03,CA,Food Preparation & Service,-0.15993602558978
2020-02-03,CA,Mathematics,0.930232558139532
2020-02-03,CA,Administrative Assistance,0.369741181173189
2020-02-03,CA,Industrial Engineering,0.671073717948723
2020-02-03,CA,Legal,1.52018524111548
2020-02-03,CA,Physicians & Surgeons,0.29180921714631
2020-02-03,CA,Media & Communications,0.513285024154597
2020-02-03,CA,Sales,0.0800480288172922
2020-02-03,CA,Driving,-0.909810126582278
2020-02-03,CA,Mining,-0.0591949486977161
2020-02-03,CA,Retail,-0.210294412177037
2020-02-03,CA,Sports,2.21547799696511
2020-02-03,CA,Chemical Engineering,-10.4111345114916
2020-02-03,CA,Mechanical Engineering,-1.92742649228046
2020-02-03,CA,Banking & Finance,-0.380608974358987
2020-02-03,CA,Installation & Maintenance,0.168952494533881
2020-02-03,CA,Medical Information,-1.97180321403924
2020-02-03,CA,Medical Technician,-0.0995817566221913
2020-02-03,CA,Project Management,0.841852074564042
2020-02-03,CA,Scientific Research & Development,-1.68805528134254
2020-02-03,CA,Community & Social Service,0.939154760715355
2020-02-03,CA,Therapy,0.322938742557266
2020-02-03,CA,Aviation,-0.586166471277838
2020-02-03,CA,Customer Service,0.0199680511182132
2020-02-03,CA,Civil Engineering,0.604534005037771
2020-02-03,CA,Nursing,0.459908018396327
2020-02-03,CA,Military,7.42082384599463
2020-02-03,CA,Beauty & Wellness,-0.636246147728403
2020-02-03,CA,Pharmacy,0.692354003612272
2020-02-03,CA,IT Operations & Helpdesk,0.349127182044873
2020-02-03,CA,Information Design & Documentation,0.991401112797163
2020-02-03,CA,Childcare,1.01235067827496
2020-02-03,CA,Education & Instruction,0.0297059114763742
2020-02-03,CA,Insurance,0.434124179707229
2020-02-03,CA,Marketing,0.778753993610226
2020-02-03,CA,Dental,0.633675316837645
2020-02-03,CA,Logistic Support,-2.00587084148728
2020-02-03,CA,Loading & Stocking,0.871132472213865
2020-02-03,CA,Accounting,0.913196186653287
2020-02-03,CA,Management,0.149895073448603
2020-02-03,CA,Security & Public Safety,-0.0303336703741164
2020-02-03,CA,Real Estate,0.708370747281251
2020-02-03,CA,Cleaning & Sanitation,0.824639841033292
2020-02-03,CA,Veterinary,-0.376722514127104
2020-02-03,CA,Agriculture & Forestry,3.25883627055232
2020-02-03,CA,Electrical Engineering,-0.110121133246566
2020-02-03,CA,Hospitality & Tourism,0.996677740863783
2020-02-03,CA,Construction,1.04633781763828
2020-02-03,CA,Software Development,0.0597193191997691
2020-02-03,CA,Production & Manufacturing,1.45392559911761
2020-02-03,CA,Social Science,-0.448341137790176
2020-02-03,CA,Uncategorized,0.452579704314582
2020-02-04,CA,Human Resources,0.90189397735243
2020-02-04,CA,Architecture,0.973068606251237
2020-02-04,CA,Arts & Entertainment,-1.52761457109284
